Country,Year,Item,Area harvested,Production,Yield,Avg_Temperature,Avg_CO2_Emissions,Avg_Sea_Level_Rise,Avg_Precipitation,Avg_Humidity,Avg_Wind_Speed
Bosnia and Herzegovina,2015,Crops Primary,1067566,5244218.5,4151748,28.26591469,404.5069142,0.467171077,61.69240931,60.78157687,10.30503556
Bosnia and Herzegovina,2016,Crops Primary,1109077,6579232.05,4515134,15.3415766,343.5890775,-0.042889708,63.32357795,26.5418562,47.79484005
Bosnia and Herzegovina,2017,Crops Primary,1063810,5107195.82,4173646,11.96842642,445.54518,2.664838372,52.38805417,52.69720704,22.07676712
Bosnia and Herzegovina,2018,Crops Primary,1137732,6875400.33,4369876,9.640144719,375.4196033,1.315744401,15.02332031,46.01404481,43.32136703
Bosnia and Herzegovina,2019,Crops Primary,1084483,6493804.83,4438941,9.960619056,394.4897416,-0.257403147,25.98935147,26.39002375,12.94999831
Bosnia and Herzegovina,2020,Crops Primary,1139328,7360253,4559758,20.49056519,405.0138419,-0.923294433,37.45086775,78.15631124,23.4347375
Bosnia and Herzegovina,2021,Crops Primary,1093398,5863254.26,4489281,20.4061221,336.0868115,-1.665442333,48.0469965,54.00018953,30.78626422
Bosnia and Herzegovina,2022,Crops Primary,878558,6408494.33,5245656,18.21989065,384.7566707,-0.196534177,76.98813203,48.85596914,15.37281499
Botswana,2000,Crops Primary,377390,279136.2,615822,15.6446314,389.8511028,1.177903153,34.72986619,55.22366358,23.46436446
Botswana,2001,Crops Primary,139448,291757.19,640638,16.93593044,438.7198295,-0.195955522,36.46352618,53.74762722,34.91581156
Botswana,2002,Crops Primary,248440,317856.21,639358,10.03894509,400.2324131,-0.076946149,43.88576917,18.40880443,39.60979546
Botswana,2003,Crops Primary,113126,320916.04,676562,16.35160116,407.629298,0.351907982,17.20824766,36.6159247,41.57495614
Botswana,2004,Crops Primary,246546,302039.18,682016,12.85942116,418.4971878,0.263976013,28.60557251,70.59818736,28.34393714
Botswana,2005,Crops Primary,216950,327541.02,732258,15.39280216,445.6597284,-0.732053551,58.585826,77.03824726,10.67089797
Botswana,2006,Crops Primary,276855,342751.8,739215,12.53617526,451.6837888,-1.082206957,67.96308767,71.54772866,48.14446887
Botswana,2007,Crops Primary,137806,332522.42,777188,20.77277054,430.0676835,-1.031364436,59.49667533,1.966420148,36.69988146
Botswana,2008,Crops Primary,262266,340210.12,794108,17.38049568,404.2413856,-1.115722972,62.33183274,12.12710973,8.843273889
Botswana,2009,Crops Primary,372824,368568.92,744553,16.36121656,447.7876797,-0.148852488,36.72948038,18.40061897,26.79956887
Botswana,2010,Crops Primary,334135,394433.28,898439,21.87265856,413.4798821,0.48763407,52.09839225,2.582190477,49.346055
Botswana,2011,Crops Primary,397202,447043.59,869147,15.49704941,430.8552863,-0.814166973,50.98437176,35.71541024,46.355892
Botswana,2012,Crops Primary,260236,373994,858960,12.81483546,372.9861193,0.125103252,79.29167938,30.08057363,16.13523213
Botswana,2013,Crops Primary,244009,343071.64,1052895,16.53559206,378.7114783,0.292787974,43.6360482,42.01689917,22.2204358
Botswana,2014,Crops Primary,409077,418784.94,1169059,13.77789398,389.6059823,-1.10225724,41.69384248,39.82789481,8.132159544
Botswana,2015,Crops Primary,153114,453521.92,3913220,21.4832761,351.3720443,1.71234734,25.05365583,57.93917485,10.59464254
Botswana,2016,Crops Primary,269925,456518.24,3865733,20.56386462,374.255364,0.135018758,59.9270424,19.30600354,24.75780038
Botswana,2017,Crops Primary,211110,464864.52,3399014,12.07414188,425.3621513,0.423510132,61.54309697,60.2094763,26.38255642
Botswana,2018,Crops Primary,400470,609830.79,3821220,23.42613405,428.4822587,-1.853379686,53.91120444,30.8208665,23.54157265
Botswana,2019,Crops Primary,209553,534434.54,3624862,13.19972172,330.3133059,-1.332219831,94.53579581,15.19415932,37.77208196
Botswana,2020,Crops Primary,434355,774784.21,2534412,17.84256429,413.7291966,-1.445870096,63.46583898,76.45716582,30.5882092
Botswana,2021,Crops Primary,352046,679394.59,2664560,13.85915889,353.0212336,0.199560148,25.3976271,89.03738851,36.01722727
Botswana,2022,Crops Primary,342362,619483.4,2987045,18.48343938,420.3674933,0.548903207,22.28858973,75.76872002,23.28096329
Brazil,2001,Crops Primary,83701207,1009108115,7928049,13.89869575,429.3318436,-0.711460478,57.31194255,71.48054401,27.47201114
Brazil,2002,Crops Primary,87249618,1054320826,8269160,18.03627758,387.5660062,0.776698108,39.71795557,62.87202435,20.43609692
Brazil,2004,Crops Primary,98991919,1191669768,8497203,15.79608171,403.3361158,-0.113031498,48.86798747,17.74075799,30.21251055
Brazil,2005,Crops Primary,98521171,1194729747,8412217,18.82583195,465.8251426,0.012675577,32.38909288,24.59919305,29.37577573
Brazil,2006,Crops Primary,97299602,1318894464,8620855,15.69224652,382.0528326,-0.180570844,46.84241848,81.7309628,29.09401338
Brazil,2008,Crops Primary,104802435,1708448581,8953036,14.92304838,454.8833643,-0.507007635,42.50015247,39.53817481,3.412211933
Brazil,2009,Crops Primary,104674689,1772535842,9000717,11.11016969,393.6674598,0.440410943,53.58393572,60.9146428,19.3351664
Brazil,2010,Crops Primary,102993352,1849479040,9097582,11.14012453,481.5001043,-0.664399804,39.35109646,38.69208754,19.20140589
Brazil,2011,Crops Primary,107186735,1903748450,9214847,15.51516058,375.0903027,0.917407903,46.1170663,29.33371319,28.36394097
Brazil,2012,Crops Primary,106402793,1878614081,9233918,14.87867219,411.8671802,0.592948288,55.88948725,21.35657119,36.81019701
Brazil,2013,Crops Primary,111788237,2005621215,9452361,15.1043982,408.3511806,-0.785972966,52.85622333,61.36346943,20.81146077
Brazil,2014,Crops Primary,117107811,1951815228,9370720,11.43390206,318.3309551,0.999442733,68.22566774,1.945402787,13.31426595
Brazil,2015,Crops Primary,116341082,2000021775,9529534,15.9267189,412.2959843,0.034937941,56.88693625,39.99116284,28.28962729
Brazil,2016,Crops Primary,114319533,1984558606,9307772,15.98236731,427.0161251,-2.006825189,53.71814138,45.18728061,8.18576006
Brazil,2017,Crops Primary,119376522,2049097815,9659222,16.52441633,396.5667504,0.214479435,3.423296987,45.44160271,27.92405036
Brazil,2018,Crops Primary,117376696,1999524913,9734610,14.76963403,460.6854353,1.337489449,44.03835179,95.65404528,13.44997263
Brazil,2019,Crops Primary,121137403,2044091101,9780046,13.30010887,382.3373866,0.090762644,70.48379966,42.4879666,37.7577582
Brazil,2020,Crops Primary,124757130,2066592699,9804321,16.92292382,350.5081715,-0.800180745,61.42739127,24.95858529,21.30353684
Brazil,2021,Crops Primary,128391906,1970249015,9851803,9.194735975,326.5237187,0.445612661,94.73930347,97.94841254,25.89096038
Brazil,2022,Crops Primary,135425759,2021525757,9794841,17.46686827,318.4732533,-1.107890345,43.24109632,59.74164121,19.45293218
Brunei Darussalam,2000,Crops Primary,30890,44129.26,1655202,12.53085677,450.9643799,-0.168818426,29.74869362,40.29499884,26.98519127
Brunei Darussalam,2001,Crops Primary,31570,44907.2,1626457,13.8176802,421.5188552,1.263579665,26.94652351,45.66005045,17.46555956
Brunei Darussalam,2003,Crops Primary,31498,47795.58,1635297,17.36036491,391.9080033,0.025378793,45.75150173,39.42981849,43.64037204
Brunei Darussalam,2004,Crops Primary,30853,50824.99,1652092,18.13978365,371.9116383,0.164968825,22.53467819,27.56104729,30.14235139
Brunei Darussalam,2005,Crops Primary,29993,46132.2,1653135,2.459093749,452.5834915,0.680049357,45.04752649,32.78410863,18.77883211
Brunei Darussalam,2006,Crops Primary,22547,41492.88,1664829,20.81240033,433.5276052,-1.005955416,20.8913448,39.48452863,44.48250407
Brunei Darussalam,2007,Crops Primary,21786,41817.65,1667907,15.97877599,344.922281,0.041641656,27.3860575,17.1991301,43.60247099
Brunei Darussalam,2008,Crops Primary,22749,42526.02,1632902,17.76681697,358.3765947,-0.832879691,68.03659341,52.23026058,30.69187075
Brunei Darussalam,2010,Crops Primary,24259,46030.85,1688910,14.27599262,397.0159594,0.007615061,41.11718793,35.63406707,23.78794455
Brunei Darussalam,2011,Crops Primary,24510,47786.7,1701775,17.40870321,419.6777212,-0.565182446,90.36754436,71.63332707,31.06098029
Brunei Darussalam,2012,Crops Primary,25357,47698.33,1698642,13.84480095,453.5009748,0.527931687,92.65360596,58.71444792,40.55973933
Brunei Darussalam,2013,Crops Primary,25236,49299.58,1698171,21.27427249,348.4244504,0.813500751,31.71979435,7.323081305,21.38768514
Brunei Darussalam,2014,Crops Primary,25562,50752.65,1696510,6.24013695,387.5502442,-1.549400804,64.11607906,3.383603821,2.143538037
Brunei Darussalam,2015,Crops Primary,22019,51494.41,1734653,21.57541019,499.1609763,0.090930829,58.10326894,18.1710977,2.680969719
Brunei Darussalam,2016,Crops Primary,25230,54458.24,1718717,16.81324667,382.4877695,0.514795191,57.11788305,43.7429724,41.88315239
Brunei Darussalam,2017,Crops Primary,24811,53676.93,1727866,11.58099612,453.00977,-0.187101964,79.30096223,59.73063744,28.5620044
Brunei Darussalam,2018,Crops Primary,23756,49542.65,1727409,6.978939013,409.6755679,0.547360639,34.28745766,73.58276129,21.66408394
Brunei Darussalam,2019,Crops Primary,23972,47998.92,1717866,22.55819363,433.5031049,-0.391052562,25.87792839,89.61370835,43.09534773
Brunei Darussalam,2020,Crops Primary,23896,47696.83,1728486,14.58503503,436.993369,-0.230287019,39.98576679,78.82868963,0.800562523
Brunei Darussalam,2022,Crops Primary,24199,47256.55,1728836,20.19676448,283.0738828,0.270528644,94.04765279,41.51474146,43.77654193
Bulgaria,2000,Crops Primary,4468989.55,14198224.5,3563576.77,15.25669996,340.8948276,-0.644254181,64.04698513,61.99169254,17.8969797
Bulgaria,2001,Crops Primary,4931970.57,16719737.96,3774414.56,14.12536887,443.1672762,-0.432799907,46.65737333,45.57242333,26.06818873
Bulgaria,2002,Crops Primary,4993910.85,18125363.73,3982446.78,12.89474454,397.9844059,0.248785492,62.81141046,56.5025955,28.85214213
Bulgaria,2003,Crops Primary,3938490.3,12699349.83,4663480.19,2.4355099,380.9965523,0.21532169,93.93871488,90.51894635,33.43474952
Bulgaria,2004,Crops Primary,4347966,19402559.88,4872053,14.01576893,367.4422143,-0.248956033,50.49626643,27.96370396,22.84319623
Bulgaria,2005,Crops Primary,3983989,14484287.87,4948198.67,13.76141875,404.9994221,1.574704544,13.85099294,96.51162345,3.337059317
Bulgaria,2007,Crops Primary,3582278,10681213.59,4841644,15.89050375,468.8254129,0.672456271,67.78534361,64.83440381,25.5653589
Bulgaria,2008,Crops Primary,3876242.19,17013150.48,5466086.63,10.55149887,333.9569359,0.145521927,82.15691135,42.92958967,26.583785
Bulgaria,2009,Crops Primary,4078630.72,14955964.2,5813951.01,14.72215409,361.5027055,-1.075904865,16.08141971,11.37581522,13.44118828
Bulgaria,2010,Crops Primary,3954308.74,16799667.08,5495131.41,14.21241078,347.931685,0.726048012,80.95404453,60.47471373,45.35464403
Bulgaria,2011,Crops Primary,3933715.74,17472253.29,4950177.78,13.45279792,374.8312682,-0.933294127,31.69994004,13.77973384,15.8067605
Bulgaria,2012,Crops Primary,4123885.67,16003752.13,4815017.41,19.61922214,360.7988688,-0.444860079,73.43260759,93.1005887,16.67094618
Bulgaria,2013,Crops Primary,4298394,20849673.22,5647091,16.39966089,381.5902898,1.600781158,71.84608994,91.07592238,25.95069873
Bulgaria,2014,Crops Primary,4149823.2,20883770.48,6412825.27,16.50461834,363.6148826,0.550429713,21.68167387,42.18825756,26.07412704
Bulgaria,2015,Crops Primary,4023380.42,19656069.14,5178453.56,13.23333562,346.344355,0.616073845,59.4059794,43.40447582,33.27459853
Bulgaria,2016,Crops Primary,4002868.22,20276129.06,6126643.54,17.24818334,372.8518399,-1.342385922,31.18274604,88.13747182,4.202066778
Bulgaria,2018,Crops Primary,4058890,23105638,5200507,20.77754027,350.3864141,0.033779471,27.63390537,35.44608882,48.81364716
Bulgaria,2019,Crops Primary,4137060,24801120,4895636,11.32370957,376.7893496,1.049147036,26.88147929,51.08865662,28.84321534
Bulgaria,2020,Crops Primary,4186230,19378010,4802426,8.49127294,347.9923152,-0.826815596,77.61368723,65.69387756,28.30726077
Bulgaria,2021,Crops Primary,4179100,25617150,5106482.13,15.47292135,466.7839474,-0.650879188,99.96020481,20.49589419,22.25923945
Bulgaria,2022,Crops Primary,4043080,21647900,5433160,14.72999211,409.1129677,0.211237204,33.71467203,55.3938008,35.81136482
Burkina Faso,2000,Crops Primary,6423359,7201903.84,3990911,14.70995885,415.0972273,0.429564737,59.10407573,63.32296629,11.6220208
Burkina Faso,2001,Crops Primary,8754932,9641429.41,3913468,16.58667188,455.2741079,-0.750716277,41.10196645,42.6660774,26.29246676
Burkina Faso,2002,Crops Primary,8833468,9642065.85,3918350,24.87616042,401.9293015,1.015011415,33.76868814,28.70867323,38.22816442
Burkina Faso,2003,Crops Primary,9900944,10682850.5,4082413,8.515952075,477.689848,-0.504276696,7.49880123,10.89156843,22.13879389
Burkina Faso,2004,Crops Primary,8318223,9514971.42,3921545,13.77147082,371.6517703,0.388474896,18.08443947,47.83778575,17.25225954
Burkina Faso,2005,Crops Primary,9482454,11598712.51,3972368,18.22667101,346.5441286,0.165377578,45.19942842,25.27001587,30.37220909
Burkina Faso,2007,Crops Primary,8646318,10351019.38,3944910,14.99935415,312.5923564,-0.0928093,63.85500132,37.70397763,4.081959522
Burkina Faso,2008,Crops Primary,11807733,13892817.91,4026044,17.27701352,374.2910761,0.267397308,53.35623016,58.52827554,25.18954348
Burkina Faso,2009,Crops Primary,10204708,12493479.08,4067154,9.50612351,351.0405944,-0.355645992,80.35783361,43.00151931,19.69414385
Burkina Faso,2010,Crops Primary,12456843,15194071.03,4000210,14.08962228,439.6795229,1.037935055,40.44660756,55.16935438,14.14278204
Burkina Faso,2011,Crops Primary,10550525,13453217.02,4287429,15.71464172,401.2011415,-0.490861238,71.58266461,43.15272114,1.348178683
Burkina Faso,2014,Crops Primary,11435912,16347907.66,4321529,16.82639755,402.170526,0.834880417,56.14328154,43.66252938,29.44411267
Burkina Faso,2016,Crops Primary,12333793,17121925.06,4329769,12.89640694,385.6071173,0.353356448,38.53327405,63.81902982,17.03570567
Burkina Faso,2017,Crops Primary,12546780,15834527.77,4347783,15.2270034,371.1663715,0.016676063,74.56208523,64.92154211,25.81014465
Burkina Faso,2018,Crops Primary,13813586,18809465.51,4374526,10.35219951,362.0619161,0.060396164,95.13772613,67.82040802,23.96744786
Burkina Faso,2019,Crops Primary,13690134,19075165.45,4346356,15.37420196,424.5262565,0.004161111,76.0051028,72.88355499,34.42414294
Burkina Faso,2020,Crops Primary,13373286,19701610.75,4368738,20.05504797,393.7485181,0.511349837,2.419350521,48.25754947,20.95528917
Burkina Faso,2021,Crops Primary,12695734,18293352.78,4423100,14.61341137,444.9667882,-0.854075701,56.72508979,26.79336339,13.73458601
Burkina Faso,2022,Crops Primary,14515368,20439551.22,4470592,9.713720606,440.0380569,-0.74124881,67.33951038,62.57698603,28.41756267
Burundi,2002,Crops Primary,2458513,8931680.74,2092499,19.10887021,402.1003719,-0.003859242,62.50762108,61.30738481,18.26018596
Burundi,2003,Crops Primary,2290524,8988092,2039024,12.2300917,423.7185028,-0.175847912,78.92443121,67.73543205,28.23181596
Burundi,2007,Crops Primary,2145493,8787403.5,1837196,17.05671159,354.1628544,-0.808815761,70.54639621,54.31240565,38.8707968
Burundi,2008,Crops Primary,2258986,9058754.45,1773120,5.002366641,452.2304767,0.009614938,76.14118781,51.24467745,20.74844324
Burundi,2010,Crops Primary,2405760,9759894.36,1987015,13.61796838,456.0084728,-1.018298153,49.54485313,85.56601753,10.90089897
Burundi,2011,Crops Primary,2373510,9567543.76,3353307,9.812650756,392.0741721,0.004330852,49.71575563,58.86190573,39.69632869
Burundi,2012,Crops Primary,2565818,9085907.3,2558417,15.1949354,455.2537827,0.960423625,74.66135464,27.99849386,25.72118833
Burundi,2013,Crops Primary,2562105,13871766,2878213,17.97691537,390.3500849,-0.196634691,33.31097344,47.59941782,11.73312212
Burundi,2015,Crops Primary,2602807,12034413.34,2587294,13.41174685,377.9997605,-0.015458504,61.99845186,28.7639361,15.8353949
Burundi,2016,Crops Primary,2882855,12395063.4,2834939,11.31081653,388.4129907,-0.333281906,18.948714,65.3081721,26.79373411
Burundi,2017,Crops Primary,3059390,11645644.38,2672942,12.42845097,401.2360912,0.949236041,53.34578691,46.71474822,31.21677334
Burundi,2018,Crops Primary,3384644,13538653.46,2419851,21.39814271,432.4095614,-0.234904276,93.10509664,34.08092841,31.09564112
Burundi,2019,Crops Primary,4117334,14519055.49,2676150,19.65729539,421.6506886,-0.327476503,42.00432051,43.54845349,12.21930345
Burundi,2020,Crops Primary,3604506,13533333.34,2608969,16.41726968,440.9418549,-0.56860726,19.25093722,22.04190982,32.20648902
Burundi,2021,Crops Primary,3643573,13905564.47,2687816,8.335938702,373.9575782,1.095048018,35.23660049,9.409567837,27.17892787
Burundi,2022,Crops Primary,3696473,13860318.35,2740528,14.98499738,408.3794623,0.294844692,61.5303298,67.94796745,36.29618212
Cambodia,2000,Crops Primary,4405402,10950989.16,1972518,10.74012331,424.8530389,0.107911008,19.55624959,60.39642651,32.77819462
Cambodia,2001,Crops Primary,4589554,11135504.64,1951712,10.12795549,420.7617516,-1.843133681,67.60860328,9.734625912,33.6941542
Cambodia,2002,Crops Primary,4658279,10616619.28,1905104,10.2474783,409.0197293,0.717381099,58.10518019,63.11288189,14.22705856
Cambodia,2003,Crops Primary,5227315,13137061.29,2027243,9.600487864,377.8491894,-0.555418483,24.61998617,33.50920027,44.0607516
Cambodia,2004,Crops Primary,4945832,11986656.53,2086593,24.28495178,448.2841848,-0.145919498,37.56667862,55.76341289,28.09506919
Cambodia,2006,Crops Primary,6032038,20140396.82,2190234,11.82116424,376.4520444,-0.538579961,30.38013523,35.93592937,16.67615737
Cambodia,2007,Crops Primary,6225702,21728511.12,2346657,17.45345224,390.4997102,-0.056375126,58.49792286,61.0498498,17.98146369
Cambodia,2008,Crops Primary,6497019,25991997.71,2394117,11.07731481,403.7107644,0.27400508,65.69952685,65.22524651,38.36389391
Cambodia,2009,Crops Primary,6740794,27181944.35,2405192,19.71368323,380.9122079,-0.50400848,52.58875027,43.81641072,1.960915276
Cambodia,2010,Crops Primary,7073722,29868173.46,2280847,10.54245184,383.4637732,0.967419243,64.62960252,55.37950916,26.77878349
Cambodia,2011,Crops Primary,7690549,38525291.06,2313728,18.886472,426.2046698,-0.636567193,81.05167022,31.32286538,11.267039
Cambodia,2013,Crops Primary,7866481,40830290.28,2426127,12.55568142,401.5534539,0.92917192,37.18978143,44.56087588,21.55292184
Cambodia,2015,Crops Primary,8098201,50098053.67,2700285,10.88397763,310.0201025,0.542955553,87.89972034,62.71258277,6.61186606
Cambodia,2016,Crops Primary,8717293,53529238.78,2608135,18.73569383,356.2475141,0.231189339,76.82305391,50.82013815,30.63232055
Cambodia,2017,Crops Primary,9116046,55416524.9,2571977,13.09960964,390.2316579,0.233076039,54.67824179,29.44367923,0.066916181
Cambodia,2018,Crops Primary,9403384,56399063.33,2590912,9.896250733,436.3069111,0.018609034,77.01729721,20.3543536,21.96006271
Cambodia,2019,Crops Primary,9396557,55121934.07,2602084,17.30911595,404.6995669,0.340110009,49.92376359,23.72663428,33.85305778
Cambodia,2020,Crops Primary,9430736,56150302.07,2635476,8.910008449,423.0147299,0.012593581,61.77895839,56.26732382,32.37197802
Cambodia,2021,Crops Primary,10061901,65254738.29,2677567,12.75518403,377.2891471,-0.405810827,39.70490725,40.22196586,39.47295142
Cambodia,2022,Crops Primary,9924198,66193158.89,2697727,16.47373936,470.3304119,0.201214701,58.91252792,76.45251908,14.6786253
Cameroon,2000,Crops Primary,5222014,19812753.71,3318534,10.47571141,320.8383423,-0.257624005,75.3757603,93.6246606,35.32955875
Cameroon,2001,Crops Primary,5512895,20155621.38,3273598,14.64169765,362.4792351,-0.188027181,58.48881799,31.88370273,30.38329355
Cameroon,2002,Crops Primary,5953442,21107554.35,2921624,14.38400223,379.8811195,-0.792262575,51.0953703,26.88346428,23.75429399
Cameroon,2003,Crops Primary,6442573,21733132.48,2903745,18.63085241,365.4746121,0.66701271,30.05190298,54.75395638,16.91279365
Cameroon,2005,Crops Primary,6572493,26235232.49,3224318,12.76194641,382.9672157,0.977860078,14.80027778,31.20249134,15.13785925
Cameroon,2007,Crops Primary,7089834,28962065.39,3839797,16.91366341,357.8364329,0.2616703,49.30552068,48.90357229,19.69923709
Cameroon,2008,Crops Primary,7318970,30278045.82,3962511,15.33873009,334.5118445,0.549639628,16.15002425,24.48634732,36.24978645
Cameroon,2009,Crops Primary,8397759,33679808.49,3998154,14.47740518,385.2600302,-0.140544823,53.65440238,47.3433194,32.36731238
Cameroon,2010,Crops Primary,9202188,36747775.76,3975764,12.84043987,412.8336982,-0.35693106,43.03061648,39.45478518,20.99635035
Cameroon,2011,Crops Primary,8988630,37897956.46,4078228,18.3415435,412.9804642,-0.112602084,74.74431466,49.84015088,26.26407667
Cameroon,2013,Crops Primary,9473035,41604607.79,4339612,20.10782321,405.0048363,0.717165202,80.91833801,13.65804646,18.63032911
Cameroon,2014,Crops Primary,9985398,43209045.79,4342991,14.95312797,354.4585398,-1.253193155,54.72704474,52.98194517,11.2992216
Cameroon,2015,Crops Primary,10655540,45015451.51,4373822,24.11163673,420.889393,-1.488110566,85.63870067,41.33475574,43.47457809
Cameroon,2016,Crops Primary,10910277,45676330.51,4157459,11.95203557,412.9861677,0.042115789,14.95789169,95.7483274,34.32885205
Cameroon,2017,Crops Primary,10800568,46275834.9,4458784,10.64883304,460.425227,0.624536946,47.18576032,60.23098191,15.68795127
Cameroon,2018,Crops Primary,11006011,48067568.11,4324783,17.73150078,439.6217044,-0.736782455,65.53613282,77.39333425,26.00312812
Cameroon,2019,Crops Primary,8711212,47405557.95,4489626,16.686283,391.2909465,0.091565418,40.65124614,76.16839354,20.08648296
Cameroon,2022,Crops Primary,11295444,50051516.94,4304426,20.5984407,393.5526862,0.099982465,48.92629511,55.17411566,14.92685338
Canada,2000,Crops Primary,42199250,126849300.1,6466571,8.704836737,430.2526776,-0.497623972,47.12229385,55.95638222,19.33449827
Canada,2001,Crops Primary,43362098,107923440.4,6179602,12.76225314,469.3896486,1.516379353,25.45212581,26.30877402,18.76864472
Canada,2002,Crops Primary,34722329,91568350.9,6006655,9.249615784,377.6760726,-0.983339998,60.16402485,62.59706922,45.3006115
Canada,2003,Crops Primary,40444958,120770281.9,6633205,13.21993391,391.9016717,0.691978698,29.64250055,50.33742916,16.81040081
Canada,2006,Crops Primary,37071381,122272778.5,7023114,10.86230362,427.4482783,-0.338752475,84.05775449,89.75074701,17.88029328
Canada,2007,Crops Primary,37665108,120110968.6,6985317,13.80238081,473.7960555,-0.316101432,67.76769319,58.32659207,10.4987115
Canada,2008,Crops Primary,38863130,136886729.9,6939577,11.09712611,380.8188284,-0.53823989,59.89383243,51.97712134,17.53724811
Canada,2009,Crops Primary,36939819,127130570,7529934,15.87031837,387.5088154,-0.33628186,10.08063777,60.70927567,33.69913771
Canada,2010,Crops Primary,33542557,122901272.3,7744212,17.35925381,385.7041567,-0.064813297,33.22293583,95.97393111,8.491960114
Canada,2013,Crops Primary,38635323,166842452.5,8586565,18.20773256,424.6096434,-1.521782938,99.7301362,3.798948813,3.819896952
Canada,2014,Crops Primary,36406275,137758952.8,8811804,18.54024802,433.5001012,-0.354271751,17.40493309,49.82191345,3.533908108
Canada,2015,Crops Primary,37625595,141549270.5,8653205,18.48630415,417.6157531,0.315715315,31.39523835,36.84139218,30.68906738
Canada,2016,Crops Primary,37952641,157176032.7,8957425,14.38979612,366.6414781,0.293306003,36.7250962,33.5400649,32.45387142
Canada,2017,Crops Primary,37494188,150894348.6,9225542,14.09734951,415.5874055,0.464334882,30.11641174,47.17863822,19.79474525
Canada,2019,Crops Primary,39491254,158508462,9255958,15.69823517,394.3948282,-0.078338564,45.20090024,53.14505889,40.32411079
Canada,2020,Crops Primary,40778226,168126785.8,8932915,12.21680415,416.4731182,-0.079444336,58.49956813,35.44473205,34.66184503
Canada,2021,Crops Primary,38973923,128719901.5,8998879,14.50287483,394.3894307,1.010710801,11.58036829,77.27414031,45.76582384
Canada,2022,Crops Primary,39928288,165647285.1,9198543,15.78947885,357.9513716,0.205249588,13.79025148,63.74733367,24.46165196
Central African Republic,2000,Crops Primary,1190164,3389927.87,1174499,19.81656542,410.9415474,0.796421951,30.59873,85.83092996,16.63252027
Central African Republic,2001,Crops Primary,1188027,3385728.93,1181021,10.03470795,370.9505104,0.127598421,53.44063082,65.78087057,19.9311525
Central African Republic,2002,Crops Primary,1172474,3368195.74,1179419,19.25147161,389.3105051,-0.69960193,65.20438,67.45764596,37.35135183
Central African Republic,2003,Crops Primary,1143116,3278454.62,1180869,11.74580568,397.8733922,-0.16055351,92.24204608,40.27873361,34.79647511
Central African Republic,2005,Crops Primary,1255668,3494909.94,1171642,15.02462931,392.1332675,-0.226155917,35.65082364,35.00998991,19.68601113
Central African Republic,2006,Crops Primary,1264049,3515834.3,1162335,14.69447438,381.1806605,-0.2621851,32.58675056,47.2324202,20.16458525
Central African Republic,2007,Crops Primary,1334172,3634990.46,1166869,19.19069493,390.9446899,0.022505747,43.93755184,26.60077453,0.02546381
Central African Republic,2008,Crops Primary,1348895,3706137.21,1161610,14.86667876,409.8786252,-0.578817836,50.19992293,71.59423122,32.70434816
Central African Republic,2009,Crops Primary,1405728,3826024.41,1171110,13.85414862,421.2668899,2.163477064,52.42182037,19.01820085,36.79998439
Central African Republic,2010,Crops Primary,1360014,5511129.45,1091821,8.998096565,482.7372608,1.99759834,64.83252798,30.58574094,24.4922079
Central African Republic,2011,Crops Primary,1320420,5305029.34,1103957,14.6800526,427.3033843,0.600926699,52.74687236,54.09311721,20.5826703
Central African Republic,2012,Crops Primary,1368634,5450686.83,1144205,18.12349172,376.6944235,0.0201512,30.85326878,24.04877235,16.72473028
Central African Republic,2013,Crops Primary,1177103,4397053.76,1108413,13.96815322,375.5013496,0.588081489,56.65682332,59.09140958,33.75373134
Central African Republic,2014,Crops Primary,1263768,4656698.77,1108600,16.71333502,384.5167705,-0.31272217,47.70971067,59.28769035,39.30760089
Central African Republic,2015,Crops Primary,1257863,4649564.21,1126973,15.23292727,430.5656047,-0.436346955,30.56497428,58.4738382,40.66644345
Central African Republic,2016,Crops Primary,1433537,5626293.42,1132863,15.25286236,401.4243603,-0.045205672,48.84544008,64.02978652,25.12635161
Central African Republic,2017,Crops Primary,1452710,5642508.92,1136541,20.08504832,416.8101254,1.223623399,50.17081849,42.81835187,46.67107254
Central African Republic,2019,Crops Primary,2128559,6138572.47,1126118,11.98473178,494.9099283,0.171329457,72.15295759,51.76295359,43.41621873
Central African Republic,2020,Crops Primary,3045666,5405424.56,1031153,18.25360835,321.832624,0.679644924,68.77103728,37.21261825,18.08686824
Central African Republic,2021,Crops Primary,2587948,5505748.95,1084632,20.82644314,392.2262194,0.010013696,56.59854192,61.039671,22.50684872
Central African Republic,2022,Crops Primary,2516860,5598958.69,1116599,14.51994549,406.8899914,-0.560511242,46.81214158,44.7954197,15.0552512
Chad,2000,Crops Primary,4328285,4512285.82,2995327,12.37458839,414.2956,-0.006831538,35.90191818,43.30110029,24.61609707
Chad,2002,Crops Primary,4347503,5222845.05,3242332,4.111794264,359.5828117,0.891774343,76.47389756,5.770780443,34.79622058
Chad,2003,Crops Primary,4849286,6132171.68,3288103,18.68707394,441.9532747,-1.191592799,97.05129336,28.69979945,33.5350364
Chad,2004,Crops Primary,4289852,4552906.33,3120479,21.48585789,387.9552906,0.053962424,38.98812184,81.26528885,22.7224041
Chad,2006,Crops Primary,5799609,6964079.94,3038328,11.11856152,472.1841033,0.533090284,47.72978716,74.54473911,17.427218
