"Country","Year","Item","Value"
"Bulgaria",2008,"Foreign Investment",87.596587
"Bulgaria",2009,"Economic Contribution",2203.610125
"Bulgaria",2009,"Investment in Assets",439.968484
"Bulgaria",2009,"Loans to Agriculture",743.179379
"Bulgaria",2009,"Foreign Investment",34.174119
"Bulgaria",2010,"Economic Contribution",2044.007739
"Bulgaria",2010,"Investment in Assets",481.524308
"Bulgaria",2010,"Loans to Agriculture",716.653693
"Bulgaria",2010,"Foreign Investment",0.132442
"Bulgaria",2011,"Economic Contribution",2688.739446
"Bulgaria",2011,"Investment in Assets",758.358762
"Bulgaria",2011,"Loans to Agriculture",875.402784
"Bulgaria",2011,"Foreign Investment",26.551564
"Bulgaria",2012,"Economic Contribution",2405.440032
"Bulgaria",2012,"Investment in Assets",690.121875
"Bulgaria",2012,"Loans to Agriculture",917.311521
"Bulgaria",2012,"Foreign Investment",10.278892
"Bulgaria",2013,"Economic Contribution",2520.483181
"Bulgaria",2013,"Investment in Assets",707.12783
"Bulgaria",2013,"Loans to Agriculture",995.89161
"Bulgaria",2013,"Foreign Investment",9.82801
"Bulgaria",2014,"Economic Contribution",2602.186521
"Bulgaria",2014,"Investment in Assets",864.003799
"Bulgaria",2014,"Loans to Agriculture",1053.167185
"Bulgaria",2014,"Foreign Investment",0.398549
"Bulgaria",2015,"Economic Contribution",2062.117434
"Bulgaria",2015,"Investment in Assets",784.459306
"Bulgaria",2015,"Loans to Agriculture",990.581501
"Bulgaria",2015,"Foreign Investment",-25.629646
"Bulgaria",2016,"Economic Contribution",2186.769731
"Bulgaria",2016,"Investment in Assets",564.579455
"Bulgaria",2016,"Loans to Agriculture",1041.682881
"Bulgaria",2016,"Foreign Investment",-15.275287
"Bulgaria",2018,"Economic Contribution",2246.111293
"Bulgaria",2018,"Investment in Assets",832.326686
"Bulgaria",2018,"Loans to Agriculture",1302.765172
"Bulgaria",2018,"Foreign Investment",5.196204
"Bulgaria",2019,"Economic Contribution",2233.776145
"Bulgaria",2019,"Investment in Assets",655.164683
"Bulgaria",2019,"Loans to Agriculture",1311.941341
"Bulgaria",2019,"Foreign Investment",38.286039
"Bulgaria",2020,"Economic Contribution",2450.281608
"Bulgaria",2020,"Investment in Assets",648.067586
"Bulgaria",2020,"Loans to Agriculture",1394.173615
"Bulgaria",2020,"Foreign Investment",-2.969711
"Bulgaria",2021,"Economic Contribution",3670.813744
"Bulgaria",2021,"Investment in Assets",964.426435
"Bulgaria",2021,"Loans to Agriculture",1455.137322
"Bulgaria",2021,"Foreign Investment",11.236035
"Bulgaria",2022,"Economic Contribution",3917.114899
"Bulgaria",2022,"Investment in Assets",1043.216176
"Bulgaria",2022,"Loans to Agriculture",1512.963003
"Bulgaria",2022,"Foreign Investment",0.737134
"Burundi",2002,"Economic Contribution",229.064748
"Burundi",2002,"Investment in Assets",6.779532
"Burundi",2002,"Development Aid",2.990447
"Burundi",2003,"Economic Contribution",189.615008
"Burundi",2003,"Investment in Assets",5.815429
"Burundi",2003,"Development Aid",3.354009
"Burundi",2007,"Economic Contribution",473.777025
"Burundi",2007,"Investment in Assets",16.027642
"Burundi",2007,"Development Aid",33.164902
"Burundi",2008,"Economic Contribution",612.575369
"Burundi",2008,"Investment in Assets",19.517784
"Burundi",2008,"Loans to Agriculture",2.047331
"Burundi",2008,"Development Aid",16.546528
"Burundi",2010,"Economic Contribution",780.960635
"Burundi",2010,"Investment in Assets",27.68388
"Burundi",2010,"Loans to Agriculture",2.075807
"Burundi",2010,"Development Aid",27.923114
"Burundi",2011,"Economic Contribution",820.642204
"Burundi",2011,"Investment in Assets",28.178927
"Burundi",2011,"Loans to Agriculture",1.585241
"Burundi",2011,"Development Aid",30.87077
"Burundi",2012,"Economic Contribution",826.471647
"Burundi",2012,"Investment in Assets",28.755775
"Burundi",2012,"Loans to Agriculture",1.674928
"Burundi",2012,"Development Aid",52.686213
"Burundi",2013,"Economic Contribution",940.620296
"Burundi",2013,"Investment in Assets",31.364564
"Burundi",2013,"Loans to Agriculture",1.857127
"Burundi",2013,"Development Aid",60.354911
"Burundi",2015,"Economic Contribution",990.64931
"Burundi",2015,"Investment in Assets",33.0056
"Burundi",2015,"Loans to Agriculture",15.555506
"Burundi",2015,"Development Aid",42.969294
"Burundi",2015,"Research and Development",6.91
"Burundi",2016,"Economic Contribution",1041.806611
"Burundi",2016,"Investment in Assets",36.294999
"Burundi",2016,"Loans to Agriculture",15.338656
"Burundi",2016,"Development Aid",41.09506
"Burundi",2016,"Research and Development",35.43
"Burundi",2017,"Economic Contribution",1233.499224
"Burundi",2017,"Investment in Assets",43.74813
"Burundi",2017,"Loans to Agriculture",10.418204
"Burundi",2017,"Development Aid",42.526207
"Burundi",2017,"Research and Development",24.5
"Burundi",2018,"Economic Contribution",1172.795513
"Burundi",2018,"Investment in Assets",43.020364
"Burundi",2018,"Loans to Agriculture",9.937629
"Burundi",2018,"Development Aid",62.412928
"Burundi",2018,"Research and Development",25.62
"Burundi",2019,"Economic Contribution",1149.830644
"Burundi",2019,"Investment in Assets",41.533334
"Burundi",2019,"Loans to Agriculture",11.345727
"Burundi",2019,"Development Aid",70.466491
"Burundi",2019,"Research and Development",27.58
"Burundi",2020,"Economic Contribution",1224.618049
"Burundi",2020,"Investment in Assets",41.160405
"Burundi",2020,"Loans to Agriculture",12.093575
"Burundi",2020,"Development Aid",61.929866
"Burundi",2021,"Economic Contribution",1322.65822
"Burundi",2021,"Investment in Assets",46.132222
"Burundi",2021,"Loans to Agriculture",72.205724
"Burundi",2021,"Development Aid",58.560776
"Burundi",2022,"Economic Contribution",1370.918348
"Burundi",2022,"Investment in Assets",51.378968
"Cambodia",2001,"Economic Contribution",1369.998298
"Cambodia",2001,"Investment in Assets",53.619385
"Cambodia",2001,"Development Aid",18.556465
"Cambodia",2001,"Foreign Investment",4.849
"Cambodia",2002,"Economic Contribution",1335.252743
"Cambodia",2002,"Investment in Assets",59.564252
"Cambodia",2002,"Development Aid",13.553666
"Cambodia",2002,"Foreign Investment",28.826
"Cambodia",2003,"Economic Contribution",1491.402685
"Cambodia",2003,"Investment in Assets",65.74316
"Cambodia",2003,"Development Aid",27.507306
"Cambodia",2003,"Foreign Investment",0.8
"Cambodia",2004,"Economic Contribution",1568.796763
"Cambodia",2004,"Investment in Assets",72.553984
"Cambodia",2004,"Loans to Agriculture",16.12798
"Cambodia",2004,"Development Aid",21.521263
"Cambodia",2004,"Foreign Investment",9.9
"Cambodia",2006,"Economic Contribution",2186.654481
"Cambodia",2006,"Investment in Assets",116.7217
"Cambodia",2006,"Loans to Agriculture",36.243709
"Cambodia",2006,"Development Aid",40.134694
"Cambodia",2006,"Foreign Investment",130.614
"Cambodia",2007,"Economic Contribution",2565.550397
"Cambodia",2007,"Investment in Assets",143.321044
"Cambodia",2007,"Loans to Agriculture",75.254489
"Cambodia",2007,"Development Aid",39.126556
"Cambodia",2007,"Foreign Investment",118.019
"Cambodia",2008,"Economic Contribution",3390.363823
"Cambodia",2008,"Investment in Assets",186.281633
"Cambodia",2008,"Loans to Agriculture",174.850586
"Cambodia",2008,"Development Aid",31.733711
"Cambodia",2008,"Foreign Investment",72.266
"Cambodia",2009,"Economic Contribution",3483.652762
"Cambodia",2009,"Investment in Assets",202.869449
"Cambodia",2009,"Loans to Agriculture",171.253319
"Cambodia",2009,"Development Aid",36.28829
"Cambodia",2009,"Foreign Investment",88.422
"Cambodia",2010,"Economic Contribution",3808.510723
"Cambodia",2010,"Investment in Assets",209.954958
"Cambodia",2010,"Loans to Agriculture",211.161743
"Cambodia",2010,"Development Aid",50.324654
"Cambodia",2010,"Foreign Investment",283.566142
"Cambodia",2011,"Economic Contribution",4433.534557
"Cambodia",2011,"Investment in Assets",252.604315
"Cambodia",2011,"Loans to Agriculture",386.693852
"Cambodia",2011,"Development Aid",58.704801
"Cambodia",2011,"Foreign Investment",292.7509
"Cambodia",2013,"Economic Contribution",4811.298032
"Cambodia",2013,"Investment in Assets",302.087098
"Cambodia",2013,"Loans to Agriculture",717.671612
"Cambodia",2013,"Development Aid",79.026459
"Cambodia",2013,"Foreign Investment",304.591654
"Cambodia",2015,"Economic Contribution",4797.738307
"Cambodia",2015,"Investment in Assets",357.14494
"Cambodia",2015,"Loans to Agriculture",1223.686067
"Cambodia",2015,"Development Aid",65.410239
"Cambodia",2015,"Foreign Investment",247.824539
"Cambodia",2016,"Economic Contribution",4952.676189
"Cambodia",2016,"Investment in Assets",383.684002
"Cambodia",2016,"Loans to Agriculture",1511.349721
"Cambodia",2016,"Development Aid",75.615349
"Cambodia",2016,"Foreign Investment",236.636574
"Cambodia",2017,"Economic Contribution",5180.913515
"Cambodia",2017,"Investment in Assets",400.320595
"Cambodia",2017,"Loans to Agriculture",1744.169971
"Cambodia",2017,"Development Aid",98.140524
"Cambodia",2017,"Foreign Investment",233.821633
"Cambodia",2018,"Economic Contribution",5408.96928
"Cambodia",2018,"Investment in Assets",440.325216
"Cambodia",2018,"Loans to Agriculture",1857.216557
"Cambodia",2018,"Development Aid",117.518652
"Cambodia",2018,"Foreign Investment",230.795318
"Cambodia",2019,"Economic Contribution",5612.495226
"Cambodia",2019,"Investment in Assets",484.882391
"Cambodia",2019,"Loans to Agriculture",1947.563412
"Cambodia",2019,"Development Aid",119.140478
"Cambodia",2019,"Foreign Investment",212.537584
"Cambodia",2020,"Economic Contribution",5775.756175
"Cambodia",2020,"Investment in Assets",498.746594
"Cambodia",2020,"Loans to Agriculture",2408.680652
"Cambodia",2020,"Development Aid",123.836633
"Cambodia",2021,"Economic Contribution",6058.766822
"Cambodia",2021,"Investment in Assets",529.35894
"Cambodia",2021,"Loans to Agriculture",3137.120677
"Cambodia",2021,"Development Aid",140.59783
"Cambodia",2022,"Economic Contribution",6443.733619
"Cambodia",2022,"Investment in Assets",632.233999
"Cambodia",2022,"Loans to Agriculture",3802.215228
"Cameroon",2001,"Economic Contribution",2037.860902
"Cameroon",2001,"Investment in Assets",200.739766
"Cameroon",2001,"Development Aid",17.389197
"Cameroon",2002,"Economic Contribution",2258.179752
"Cameroon",2002,"Investment in Assets",221.885449
"Cameroon",2002,"Development Aid",29.456329
"Cameroon",2003,"Economic Contribution",2784.362608
"Cameroon",2003,"Investment in Assets",274.777647
"Cameroon",2003,"Development Aid",17.102861
"Cameroon",2005,"Economic Contribution",3263.51472
"Cameroon",2005,"Investment in Assets",322.41854
"Cameroon",2005,"Development Aid",20.424341
"Cameroon",2007,"Economic Contribution",3789.417876
"Cameroon",2007,"Investment in Assets",364.747108
"Cameroon",2007,"Development Aid",69.916008
"Cameroon",2008,"Economic Contribution",4416.875463
"Cameroon",2008,"Investment in Assets",433.307642
"Cameroon",2008,"Development Aid",24.808389
"Cameroon",2009,"Economic Contribution",4559.079334
"Cameroon",2009,"Investment in Assets",442.122147
"Cameroon",2009,"Development Aid",29.824068
"Cameroon",2010,"Economic Contribution",4745.835629
"Cameroon",2010,"Investment in Assets",457.775181
"Cameroon",2010,"Development Aid",50.948103
"Cameroon",2011,"Economic Contribution",5107.86985
"Cameroon",2011,"Investment in Assets",491.141431
"Cameroon",2011,"Development Aid",39.378784
"Cameroon",2013,"Economic Contribution",5639.057172
"Cameroon",2013,"Investment in Assets",540.092013
"Cameroon",2013,"Development Aid",53.498661
"Cameroon",2014,"Economic Contribution",6114.197786
"Cameroon",2014,"Investment in Assets",596.030403
"Cameroon",2014,"Development Aid",54.160723
"Cameroon",2015,"Economic Contribution",5538.99895
"Cameroon",2015,"Investment in Assets",538.082126
"Cameroon",2015,"Development Aid",41.588324
"Cameroon",2016,"Economic Contribution",5813.584807
"Cameroon",2016,"Investment in Assets",572.916901
"Cameroon",2016,"Development Aid",93.084075
"Cameroon",2017,"Economic Contribution",6026.563891
"Cameroon",2017,"Investment in Assets",589.350628
"Cameroon",2017,"Development Aid",122.774994
"Cameroon",2018,"Economic Contribution",6595.204533
"Cameroon",2018,"Investment in Assets",642.036641
"Cameroon",2018,"Development Aid",101.204312
"Cameroon",2019,"Economic Contribution",6665.629954
"Cameroon",2019,"Investment in Assets",635.723578
"Cameroon",2019,"Development Aid",128.302368
"Cameroon",2022,"Economic Contribution",7662.628563
"Cameroon",2022,"Investment in Assets",693.845467
"Canada",2001,"Economic Contribution",15642.18276
"Canada",2001,"Investment in Assets",2882.304294
"Canada",2001,"Loans to Agriculture",9813.0117
"Canada",2002,"Economic Contribution",15106.55901
"Canada",2002,"Investment in Assets",3126.835325
"Canada",2002,"Loans to Agriculture",10263.04387
"Canada",2003,"Economic Contribution",18371.91348
"Canada",2003,"Investment in Assets",3181.895505
"Canada",2003,"Loans to Agriculture",11905.3567
"Canada",2006,"Economic Contribution",22415.21676
"Canada",2006,"Investment in Assets",3436.288783
"Canada",2006,"Loans to Agriculture",14217.70866
"Canada",2007,"Economic Contribution",23314.42084
"Canada",2007,"Investment in Assets",4639.236444
"Canada",2007,"Loans to Agriculture",15246.25268
"Canada",2008,"Economic Contribution",27461.01365
"Canada",2008,"Investment in Assets",4799.257759
"Canada",2008,"Loans to Agriculture",15427.7253
"Canada",2009,"Economic Contribution",21305.21227
"Canada",2009,"Investment in Assets",4750.238261
"Canada",2009,"Loans to Agriculture",14278.71577
"Canada",2009,"Research and Development",120.2
"Canada",2010,"Economic Contribution",24149.58142
"Canada",2010,"Investment in Assets",5364.200778
"Canada",2010,"Loans to Agriculture",16860.48769
"Canada",2010,"Research and Development",167.73
"Canada",2013,"Economic Contribution",34991.37699
"Canada",2013,"Investment in Assets",6151.700428
"Canada",2013,"Loans to Agriculture",17642.26063
"Canada",2014,"Economic Contribution",28613.92147
"Canada",2014,"Investment in Assets",6852.875979
"Canada",2014,"Loans to Agriculture",18286.77335
"Canada",2014,"Research and Development",0
"Canada",2015,"Economic Contribution",29095.50561
"Canada",2015,"Investment in Assets",5501.533562
"Canada",2015,"Loans to Agriculture",17828.94223
"Canada",2016,"Economic Contribution",28459.34084
"Canada",2016,"Investment in Assets",5132.79151
"Canada",2016,"Loans to Agriculture",18503.09341
"Canada",2017,"Economic Contribution",31175.81995
"Canada",2017,"Investment in Assets",6008.923918
"Canada",2017,"Loans to Agriculture",20500.25429
"Canada",2019,"Economic Contribution",31669.3617
"Canada",2019,"Investment in Assets",7198.229741
"Canada",2019,"Loans to Agriculture",24785.01715
"Canada",2020,"Economic Contribution",29682.515
"Canada",2020,"Investment in Assets",6533.186105
"Canada",2020,"Loans to Agriculture",25798.00917
"Canada",2021,"Economic Contribution",35298.14566
"Canada",2021,"Investment in Assets",7161.787561
"Canada",2021,"Loans to Agriculture",30310.71554
"Canada",2022,"Economic Contribution",35493.31391
"Canada",2022,"Investment in Assets",7700.934704
"Canada",2022,"Loans to Agriculture",31630.74795
"Chad",2002,"Economic Contribution",778.629503
"Chad",2002,"Investment in Assets",24.836315
"Chad",2002,"Development Aid",19.05751
"Chad",2003,"Economic Contribution",1243.692103
"Chad",2003,"Investment in Assets",42.14103
"Chad",2003,"Development Aid",21.702932
"Chad",2004,"Economic Contribution",1423.131446
"Chad",2004,"Investment in Assets",59.791713
"Chad",2004,"Development Aid",14.983455
"Chad",2006,"Economic Contribution",2045.068964
"Chad",2006,"Investment in Assets",86.002166
"Chad",2006,"Development Aid",13.327473
"Chad",2007,"Economic Contribution",2139.112137
"Chad",2007,"Investment in Assets",98.140766
"Chad",2007,"Development Aid",15.391462
"Chad",2008,"Economic Contribution",2738.378867
"Chad",2008,"Investment in Assets",128.680489
"Chad",2008,"Development Aid",9.021385
"Chad",2009,"Economic Contribution",2974.231172
"Chad",2009,"Investment in Assets",144.590097
"Chad",2009,"Development Aid",16.823685
"Chad",2010,"Economic Contribution",3598.027964
"Chad",2010,"Investment in Assets",184.80767
"Chad",2010,"Development Aid",18.420376
"Chad",2011,"Economic Contribution",3293.993633
"Chad",2011,"Investment in Assets",169.627916
"Chad",2011,"Development Aid",26.370218
"Chad",2012,"Economic Contribution",3654.402067
"Chad",2012,"Investment in Assets",199.508518
"Chad",2012,"Development Aid",20.008385
"Chad",2013,"Economic Contribution",4391.615101
"Chad",2013,"Investment in Assets",245.312266
"Chad",2013,"Development Aid",15.952882
"Chad",2014,"Economic Contribution",4420.171718
"Chad",2014,"Investment in Assets",254.99631
"Chad",2014,"Development Aid",21.210453
"Chad",2015,"Economic Contribution",3867.692203
"Chad",2015,"Investment in Assets",223.424803
"Chad",2015,"Development Aid",26.403396
"Chad",2017,"Economic Contribution",5130.048005
"Chad",2017,"Investment in Assets",265.306889
"Chad",2017,"Development Aid",22.874533
"Chad",2018,"Economic Contribution",5741.350857
"Chad",2018,"Investment in Assets",301.744767
"Chad",2018,"Development Aid",44.496548
"Chad",2019,"Economic Contribution",5459.405059
"Chad",2019,"Investment in Assets",286.268044
"Chad",2019,"Development Aid",33.843839
"Chad",2020,"Economic Contribution",5684.580263
"Chad",2020,"Investment in Assets",288.302811
"Chad",2020,"Development Aid",66.789685
"Chad",2021,"Economic Contribution",7204.199015
"Chad",2021,"Investment in Assets",356.729016
"Chad",2021,"Development Aid",37.075249
"Chad",2022,"Economic Contribution",6937.748895
"Chad",2022,"Investment in Assets",332.35375
"Chile",2001,"Economic Contribution",3201.000001
"Chile",2001,"Investment in Assets",448.605759
"Chile",2001,"Development Aid",6.25884
"Chile",2001,"Foreign Investment",17.111
"Chile",2001,"Research and Development",17.66
"Chile",2003,"Economic Contribution",3422.310765
"Chile",2003,"Investment in Assets",495.892537
"Chile",2003,"Development Aid",5.822702
"Chile",2003,"Foreign Investment",11.134
"Chile",2003,"Research and Development",17.53
"Chile",2005,"Economic Contribution",5083.217586
"Chile",2005,"Investment in Assets",770.333507
"Chile",2005,"Development Aid",5.95273
"Chile",2005,"Foreign Investment",8.186
"Chile",2005,"Research and Development",28.38
"Chile",2006,"Economic Contribution",6001.301212
"Chile",2006,"Investment in Assets",904.580378
"Chile",2006,"Development Aid",4.922146
"Chile",2006,"Foreign Investment",-108
"Chile",2006,"Research and Development",34.16
"Chile",2007,"Economic Contribution",6441.647513
"Chile",2007,"Investment in Assets",1066.224149
"Chile",2007,"Development Aid",4.758216
"Chile",2007,"Foreign Investment",178
"Chile",2007,"Research and Development",41.14
"Chile",2008,"Economic Contribution",6665.894222
"Chile",2008,"Investment in Assets",1249.826024
"Chile",2008,"Development Aid",3.023236
"Chile",2008,"Foreign Investment",141
"Chile",2008,"Research and Development",42.63
"Chile",2009,"Economic Contribution",6449.400346
"Chile",2009,"Investment in Assets",1079.208575
"Chile",2009,"Development Aid",4.731223
"Chile",2009,"Foreign Investment",61.657
"Chile",2009,"Research and Development",42.67
"Chile",2010,"Economic Contribution",7902.080519
"Chile",2010,"Investment in Assets",1422.006308
"Chile",2010,"Development Aid",4.218688
"Chile",2010,"Foreign Investment",143.114
"Chile",2010,"Research and Development",45.13
"Chile",2011,"Economic Contribution",9260.700791
"Chile",2011,"Investment in Assets",1786.529224
"Chile",2011,"Development Aid",4.823055
"Chile",2011,"Foreign Investment",186.794
"Chile",2011,"Research and Development",59.25
"Chile",2012,"Economic Contribution",8827.817736
"Chile",2012,"Investment in Assets",1595.349739
"Chile",2012,"Development Aid",11.599492
"Chile",2012,"Foreign Investment",180.4824
"Chile",2012,"Research and Development",55.96
"Chile",2014,"Economic Contribution",9722.756321
"Chile",2014,"Investment in Assets",1350.739726
"Chile",2014,"Development Aid",2.472689
"Chile",2014,"Foreign Investment",508.31306
"Chile",2014,"Research and Development",54.35
"Chile",2015,"Economic Contribution",8875.931228
"Chile",2015,"Investment in Assets",1308.843737
"Chile",2015,"Development Aid",4.742808
"Chile",2015,"Foreign Investment",619.20875
"Chile",2015,"Research and Development",50.27
"Chile",2016,"Economic Contribution",9997.248433
"Chile",2016,"Investment in Assets",1631.274364
"Chile",2016,"Development Aid",3.757203
"Chile",2016,"Foreign Investment",313.86101
"Chile",2016,"Research and Development",56.76
"Chile",2018,"Economic Contribution",11601.74964
"Chile",2018,"Investment in Assets",1797.328979
"Chile",2018,"Foreign Investment",18.93744
"Chile",2018,"Research and Development",60.12
"Chile",2021,"Economic Contribution",10414.96143
"Chile",2021,"Investment in Assets",1706.516151
"Chile",2021,"Foreign Investment",150.401049
"Chile",2021,"Research and Development",46.41
"Chile",2022,"Economic Contribution",9614.042519
"Chile",2022,"Investment in Assets",1775.089247
"Chile",2022,"Foreign Investment",266.319739
"Chile",2022,"Research and Development",42.81
"China",2001,"Economic Contribution",190798.7746
"China",2001,"Investment in Assets",25472.35456
"China",2002,"Economic Contribution",199926.49
"China",2002,"Investment in Assets",27119.31335
"China",2003,"Economic Contribution",210107.1399
"China",2003,"Investment in Assets",29367.78076
"China",2004,"Economic Contribution",258831.5085
"China",2004,"Investment in Assets",36539.15122
"China",2005,"Economic Contribution",273726.8019
"China",2005,"Investment in Assets",38319.71038
"China",2006,"Economic Contribution",301622.9593
"China",2006,"Investment in Assets",42062.43549
"China",2007,"Economic Contribution",376428.2012
"China",2007,"Investment in Assets",52350.99765
"China",2009,"Economic Contribution",515787.7316
"China",2009,"Investment in Assets",75286.2206
"China",2010,"Economic Contribution",598647.7194
"China",2010,"Investment in Assets",87623.26173
"China",2012,"Economic Contribution",829768.7622
"China",2012,"Investment in Assets",121918.454
"China",2013,"Economic Contribution",919716.0789
"China",2013,"Investment in Assets",135505.3721
"China",2015,"Economic Contribution",961313.5889
"China",2015,"Investment in Assets",139021.2627
"China",2016,"Economic Contribution",940137.7876
"China",2016,"Investment in Assets",135462.2153
"China",2017,"Economic Contribution",956907.8146
"China",2017,"Investment in Assets",138204.0004
"China",2018,"Economic Contribution",1021372.57
"China",2018,"Investment in Assets",148681.8323
"China",2019,"Economic Contribution",1065300.139
"China",2019,"Investment in Assets",155053.858
"China",2020,"Economic Contribution",1179869.617
"China",2020,"Investment in Assets",170836.9956
"China",2022,"Economic Contribution",1367743.718
"China",2022,"Investment in Assets",197676.148
"Colombia",2001,"Economic Contribution",7910.952057
"Colombia",2001,"Investment in Assets",567.481816
"Colombia",2001,"Development Aid",15.223613
"Colombia",2001,"Foreign Investment",12.460006
"Colombia",2002,"Economic Contribution",8070.177977
"Colombia",2002,"Investment in Assets",711.992082
"Colombia",2002,"Development Aid",14.975815
"Colombia",2002,"Foreign Investment",-5.070085
"Colombia",2003,"Economic Contribution",7630.506231
"Colombia",2003,"Investment in Assets",663.387962
"Colombia",2003,"Development Aid",19.94844
"Colombia",2003,"Foreign Investment",7.982154
"Colombia",2004,"Economic Contribution",8966.233009
"Colombia",2004,"Investment in Assets",724.716826
"Colombia",2004,"Development Aid",145.60232
"Colombia",2004,"Foreign Investment",3.300505
"Colombia",2005,"Economic Contribution",10961.14503
"Colombia",2005,"Investment in Assets",898.814754
"Colombia",2005,"Development Aid",36.794101
"Colombia",2005,"Foreign Investment",5.172109
"Colombia",2006,"Economic Contribution",11615.15492
"Colombia",2006,"Investment in Assets",913.118469
"Colombia",2006,"Development Aid",91.831966
"Colombia",2006,"Foreign Investment",5.895481
"Colombia",2007,"Economic Contribution",14297.79951
"Colombia",2007,"Investment in Assets",1067.222592
"Colombia",2007,"Development Aid",124.741099
"Colombia",2007,"Foreign Investment",38.536262
"Colombia",2009,"Economic Contribution",15546.81257
"Colombia",2009,"Investment in Assets",1189.849636
"Colombia",2009,"Development Aid",145.492093
"Colombia",2009,"Foreign Investment",18.319463
"Colombia",2010,"Economic Contribution",18124.69732
"Colombia",2010,"Investment in Assets",1444.771868
"Colombia",2010,"Development Aid",92.431954
"Colombia",2010,"Foreign Investment",58.139719
"Colombia",2011,"Economic Contribution",20403.76314
"Colombia",2011,"Investment in Assets",1661.130045
"Colombia",2011,"Development Aid",81.512451
"Colombia",2011,"Foreign Investment",144.082894
"Colombia",2013,"Economic Contribution",20606.4332
"Colombia",2013,"Investment in Assets",1216.298077
"Colombia",2013,"Development Aid",101.159777
"Colombia",2013,"Foreign Investment",293.035749
"Colombia",2017,"Economic Contribution",19928.32105
"Colombia",2017,"Investment in Assets",1453.773014
"Colombia",2017,"Development Aid",184.695449
"Colombia",2017,"Foreign Investment",213.870576
"Colombia",2019,"Economic Contribution",20713.65057
"Colombia",2019,"Investment in Assets",1668.940254
"Colombia",2019,"Development Aid",209.699556
"Colombia",2019,"Foreign Investment",365.006467
"Colombia",2020,"Economic Contribution",19977.51428
"Colombia",2020,"Investment in Assets",1612.381182
"Colombia",2020,"Development Aid",269.25968
"Colombia",2020,"Foreign Investment",173.009209
"Colombia",2021,"Economic Contribution",23361.4436
"Colombia",2021,"Investment in Assets",1746.823911
"Colombia",2021,"Development Aid",249.508248
"Colombia",2021,"Foreign Investment",281.12137
"Colombia",2022,"Economic Contribution",27382.64649
"Colombia",2022,"Investment in Assets",1766.320203
"Colombia",2022,"Foreign Investment",263.43603
"Comoros",2001,"Economic Contribution",163.721156
"Comoros",2001,"Investment in Assets",11.047612
"Comoros",2001,"Development Aid",0.411964
"Comoros",2002,"Economic Contribution",184.438823
"Comoros",2002,"Investment in Assets",12.509665
"Comoros",2002,"Development Aid",0.701634
"Comoros",2003,"Economic Contribution",237.383713
"Comoros",2003,"Investment in Assets",16.207434
"Comoros",2003,"Development Aid",1.56314
"Comoros",2004,"Economic Contribution",275.169183
"Comoros",2004,"Investment in Assets",18.860708
"Comoros",2004,"Development Aid",1.538979
"Comoros",2005,"Economic Contribution",285.251837
"Comoros",2005,"Investment in Assets",19.675715
"Comoros",2005,"Development Aid",0.539743
"Comoros",2006,"Economic Contribution",302.592425
"Comoros",2006,"Investment in Assets",20.990797
"Comoros",2006,"Development Aid",0.7837
"Comoros",2007,"Economic Contribution",230.095807
"Comoros",2007,"Investment in Assets",13.158629
"Comoros",2007,"Development Aid",0.873958
"Comoros",2008,"Economic Contribution",265.737404
"Comoros",2008,"Investment in Assets",15.411261
"Comoros",2008,"Development Aid",0.610669
"Comoros",2009,"Economic Contribution",270.811057
"Comoros",2009,"Investment in Assets",16.455771
"Comoros",2009,"Development Aid",0.464888
"Comoros",2010,"Economic Contribution",275.90202
"Comoros",2010,"Investment in Assets",17.164845
"Comoros",2010,"Development Aid",2.51192
"Comoros",2011,"Economic Contribution",314.595784
"Comoros",2011,"Investment in Assets",20.207674
"Comoros",2011,"Development Aid",2.724479
"Comoros",2012,"Economic Contribution",306.528439
"Comoros",2012,"Investment in Assets",20.27068
"Comoros",2012,"Development Aid",2.413161
"Comoros",2013,"Economic Contribution",343.585754
"Comoros",2013,"Investment in Assets",24.032531
"Comoros",2013,"Development Aid",4.463688
"Comoros",2015,"Economic Contribution",295.472804
"Comoros",2015,"Investment in Assets",20.917635
"Comoros",2015,"Development Aid",3.627973
"Comoros",2016,"Economic Contribution",317.495183
"Comoros",2016,"Investment in Assets",22.712709
"Comoros",2016,"Development Aid",2.706119
"Comoros",2018,"Economic Contribution",400.86432
"Comoros",2018,"Investment in Assets",30.540911
"Comoros",2018,"Development Aid",2.26406
"Comoros",2019,"Economic Contribution",425.667128
"Comoros",2019,"Investment in Assets",33.4248
"Comoros",2019,"Development Aid",2.63381
"Comoros",2020,"Economic Contribution",453.399865
"Comoros",2020,"Investment in Assets",36.127517
"Comoros",2020,"Development Aid",5.781231
"Comoros",2021,"Economic Contribution",500.474447
"Comoros",2021,"Investment in Assets",39.995236
"Comoros",2021,"Development Aid",3.439662
"Comoros",2022,"Economic Contribution",491.955811
"Comoros",2022,"Investment in Assets",38.181718
"Congo",2001,"Economic Contribution",149.476273
"Congo",2001,"Investment in Assets",18.374936
"Congo",2001,"Development Aid",0.783629
"Congo",2002,"Economic Contribution",183.674207
"Congo",2002,"Investment in Assets",22.262686
"Congo",2002,"Development Aid",0.793238
"Congo",2003,"Economic Contribution",199.023913
"Congo",2003,"Investment in Assets",23.507046
"Congo",2003,"Development Aid",0.490323
"Congo",2004,"Economic Contribution",242.823163
